WP, 19, 1999082300,   , BEST,   0, 272N, 1399E,  20,    0,   
WP, 19, 1999082306,   , BEST,   0, 269N, 1397E,  20,    0,   
WP, 19, 1999082312,   , BEST,   0, 266N, 1396E,  20,    0,   
WP, 19, 1999082318,   , BEST,   0, 262N, 1395E,  20,    0,   
WP, 19, 1999082400,   , BEST,   0, 256N, 1400E,  25,    0,   
WP, 19, 1999082406,   , BEST,   0, 254N, 1403E,  25,    0,   
WP, 19, 1999082412,   , BEST,   0, 253N, 1407E,  25,    0,   
WP, 19, 1999082418,   , BEST,   0, 254N, 1412E,  30,    0,   
WP, 19, 1999082500,   , BEST,   0, 257N, 1418E,  30,    0,   
WP, 19, 1999082506,   , BEST,   0, 261N, 1429E,  65,    0,   
WP, 19, 1999082512,   , BEST,   0, 263N, 1435E,  70,    0,   
WP, 19, 1999082518,   , BEST,   0, 266N, 1442E,  70,    0,   
WP, 19, 1999082600,   , BEST,   0, 271N, 1449E,  65,    0,   
WP, 19, 1999082606,   , BEST,   0, 275N, 1453E,  65,    0,   
WP, 19, 1999082612,   , BEST,   0, 279N, 1456E,  60,    0,   
WP, 19, 1999082618,   , BEST,   0, 281N, 1457E,  50,    0,   
WP, 19, 1999082700,   , BEST,   0, 284N, 1459E,  50,    0,   
WP, 19, 1999082706,   , BEST,   0, 286N, 1461E,  45,    0,   
WP, 19, 1999082712,   , BEST,   0, 289N, 1464E,  35,    0,   
WP, 19, 1999082718,   , BEST,   0, 292N, 1467E,  30,    0,   
WP, 19, 1999082800,   , BEST,   0, 294N, 1472E,  30,    0,   
WP, 19, 1999082806,   , BEST,   0, 297N, 1483E,  30,    0,   
WP, 19, 1999082812,   , BEST,   0, 302N, 1495E,  25,    0,   
WP, 19, 1999082818,   , BEST,   0, 306N, 1508E,  25,    0,   
WP, 19, 1999082900,   , BEST,   0, 309N, 1522E,  25,    0,   
WP, 19, 1999082906,   , BEST,   0, 309N, 1542E,  25,    0,   
WP, 19, 1999082912,   , BEST,   0, 307N, 1560E,  25,    0,   
WP, 19, 1999082918,   , BEST,   0, 307N, 1579E,  20,    0,   
