WP, 16, 1999081718,   , BEST,   0, 110N, 1283E,  15,    0,   
WP, 16, 1999081800,   , BEST,   0, 114N, 1289E,  20,    0,   
WP, 16, 1999081806,   , BEST,   0, 124N, 1289E,  30,    0,   
WP, 16, 1999081812,   , BEST,   0, 133N, 1283E,  30,    0,   
WP, 16, 1999081818,   , BEST,   0, 146N, 1276E,  30,    0,   
WP, 16, 1999081900,   , BEST,   0, 160N, 1268E,  35,    0,   
WP, 16, 1999081906,   , BEST,   0, 169N, 1255E,  35,    0,   
WP, 16, 1999081912,   , BEST,   0, 170N, 1247E,  40,    0,   
WP, 16, 1999081918,   , BEST,   0, 172N, 1235E,  45,    0,   
WP, 16, 1999082000,   , BEST,   0, 179N, 1223E,  50,    0,   
WP, 16, 1999082006,   , BEST,   0, 184N, 1211E,  55,    0,   
WP, 16, 1999082012,   , BEST,   0, 184N, 1204E,  55,    0,   
WP, 16, 1999082018,   , BEST,   0, 186N, 1196E,  55,    0,   
WP, 16, 1999082100,   , BEST,   0, 190N, 1187E,  60,    0,   
WP, 16, 1999082106,   , BEST,   0, 198N, 1177E,  65,    0,   
WP, 16, 1999082112,   , BEST,   0, 204N, 1167E,  65,    0,   
WP, 16, 1999082118,   , BEST,   0, 211N, 1158E,  65,    0,   
WP, 16, 1999082200,   , BEST,   0, 218N, 1150E,  65,    0,   
WP, 16, 1999082206,   , BEST,   0, 221N, 1146E,  75,    0,   
WP, 16, 1999082212,   , BEST,   0, 227N, 1139E,  65,    0,   
WP, 16, 1999082218,   , BEST,   0, 232N, 1132E,  40,    0,   
WP, 16, 1999082300,   , BEST,   0, 235N, 1129E,  35,    0,   
WP, 16, 1999082306,   , BEST,   0, 240N, 1126E,  25,    0,   
