WP, 04, 2007070618,   , BEST,   0,  42N, 1483E,  15, 1008, DB,   0,    ,    0,    0,    0,    0, 1011,  120,  45,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 04, 2007070700,   , BEST,   0,  45N, 1482E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1011,  120,  45,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 04, 2007070706,   , BEST,   0,  49N, 1481E,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1009,  170,  45,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 04, 2007070712,   , BEST,   0,  55N, 1481E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1007,  170,  45,   0,   0,   W,   0,    ,   0,   0,     NONAME, S, 
WP, 04, 2007070718,   , BEST,   0,  59N, 1477E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1007,  200,  45,   0,   0,   W,   0,    ,   0,   0,     NONAME, S, 
WP, 04, 2007070800,   , BEST,   0,  63N, 1472E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1007,  210,  45,   0,   0,   W,   0,    ,   0,   0,     NONAME, S, 
WP, 04, 2007070806,   , BEST,   0,  71N, 1464E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1007,  210,  45,   0,   0,   W,   0,    ,   0,   0,     NONAME, S, 
WP, 04, 2007070812,   , BEST,   0,  80N, 1454E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1007,  210,  50,   0,   0,   W,   0,    ,   0,   0,     NONAME, S, 
WP, 04, 2007070818,   , BEST,   0,  92N, 1442E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1006,  250,  40,   0,   0,   W,   0,    ,   0,   0,     NONAME, S, 
WP, 04, 2007070900,   , BEST,   0, 100N, 1429E,  40,  993, TS,  34, NEQ,   80,   70,   70,   70, 1006,  120,  40,   0,   0,   W,   0,   X, 310,  14,     MAN-YI, S, 
WP, 04, 2007070906,   , BEST,   0, 107N, 1415E,  50,  985, TS,  34, NEQ,   85,   75,   75,   80, 1004,  120,  25,   0,   0,   W,   0,   X, 305,  15,     MAN-YI, M, 
WP, 04, 2007070906,   , BEST,   0, 107N, 1415E,  50,  985, TS,  50, NEQ,   30,   30,   30,   30, 1004,  120,  25,   0,   0,   W,   0,   X, 305,  15,     MAN-YI, M, 
WP, 04, 2007070912,   , BEST,   0, 113N, 1402E,  55,  982, TS,  34, NEQ,  110,  100,  100,  110, 1008,  200,  30,   0,   0,   W,   0,    ,   0,   0,     MAN-YI, M, 
WP, 04, 2007070912,   , BEST,   0, 113N, 1402E,  55,  982, TS,  50, NEQ,   60,   55,   55,   55, 1008,  200,  30,   0,   0,   W,   0,    ,   0,   0,     MAN-YI, M, 
WP, 04, 2007070918,   , BEST,   0, 119N, 1391E,  55,  982, TS,  34, NEQ,  115,  110,  110,  115, 1004,  220,  25,   0,   0,   W,   0,    ,   0,   0,     MAN-YI, M, 
WP, 04, 2007070918,   , BEST,   0, 119N, 1391E,  55,  982, TS,  50, NEQ,   55,   55,   55,   55, 1004,  220,  25,   0,   0,   W,   0,    ,   0,   0,     MAN-YI, M, 
WP, 04, 2007071000,   , BEST,   0, 123N, 1380E,  60,  978, TS,  34, NEQ,  125,  120,  120,  125, 1004,  260,  25,   0,   0,   W,   0,    ,   0,   0,     MAN-YI, M, 
WP, 04, 2007071000,   , BEST,   0, 123N, 1380E,  60,  978, TS,  50, NEQ,   55,   55,   55,   55, 1004,  260,  25,   0,   0,   W,   0,    ,   0,   0,     MAN-YI, M, 
WP, 04, 2007071006,   , BEST,   0, 130N, 1371E,  65,  974, TY,  34, NEQ,  125,  120,  120,  125, 1004,  260,  25,   0,   0,   W,   0,    ,   0,   0,     MAN-YI, D, 
WP, 04, 2007071006,   , BEST,   0, 130N, 1371E,  65,  974, TY,  50, NEQ,   55,   55,   55,   55, 1004,  260,  25,   0,   0,   W,   0,    ,   0,   0,     MAN-YI, D, 
WP, 04, 2007071012,   , BEST,   0, 137N, 1362E,  70,  970, TY,  34, NEQ,  145,  125,  110,  145, 1004,  290,  20,   0,   0,   W,   0,    ,   0,   0,     MAN-YI, D, 
