WP, 05, 2001062900,   , BEST,   0, 150N, 1178E,  20, 1002, TD,   0,    ,    0,    0,    0,    0, 
WP, 05, 2001062906,   , BEST,   0, 154N, 1172E,  25, 1002, TD,   0,    ,    0,    0,    0,    0, 
WP, 05, 2001062912,   , BEST,   0, 158N, 1167E,  25, 1002, TD,   0,    ,    0,    0,    0,    0, 
WP, 05, 2001062918,   , BEST,   0, 163N, 1162E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 
WP, 05, 2001063000,   , BEST,   0, 167N, 1156E,  35,  997, TS,   0,    ,    0,    0,    0,    0, 
WP, 05, 2001063006,   , BEST,   0, 173N, 1150E,  40,  994, TS,   0,    ,    0,    0,    0,    0, 
WP, 05, 2001063012,   , BEST,   0, 181N, 1143E,  45,  991, TS,   0,    ,    0,    0,    0,    0, 
WP, 05, 2001063018,   , BEST,   0, 189N, 1139E,  55,  984, TS,   0,    ,    0,    0,    0,    0, 
WP, 05, 2001070100,   , BEST,   0, 192N, 1129E,  55,  984, TS,   0,    ,    0,    0,    0,    0, 
WP, 05, 2001070106,   , BEST,   0, 197N, 1122E,  65,  976, TY,   0,    ,    0,    0,    0,    0, 
WP, 05, 2001070112,   , BEST,   0, 203N, 1115E,  70,  972, TY,   0,    ,    0,    0,    0,    0, 
WP, 05, 2001070118,   , BEST,   0, 209N, 1107E,  75,  967, TY,   0,    ,    0,    0,    0,    0, 
WP, 05, 2001070200,   , BEST,   0, 213N, 1098E,  75,  972, TY,   0,    ,    0,    0,    0,    0, 
WP, 05, 2001070206,   , BEST,   0, 217N, 1087E,  70,  972, TY,   0,    ,    0,    0,    0,    0, 
WP, 05, 2001070212,   , BEST,   0, 221N, 1081E,  55,  984, TS,   0,    ,    0,    0,    0,    0, 
WP, 05, 2001070218,   , BEST,   0, 225N, 1074E,  40,  994, TS,   0,    ,    0,    0,    0,    0, 
WP, 05, 2001070300,   , BEST,   0, 229N, 1068E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 
WP, 05, 2001070306,   , BEST,   0, 235N, 1062E,  25, 1002, TD,   0,    ,    0,    0,    0,    0, 
