WP, 01, 2001021606,   , BEST,   0,  88N, 1339E,  15,    0, TD,   0,    ,    0,    0,    0,    0, 
WP, 01, 2001021612,   , BEST,   0,  90N, 1331E,  20,    0, TD,   0,    ,    0,    0,    0,    0, 
WP, 01, 2001021618,   , BEST,   0,  93N, 1318E,  20,    0, TD,   0,    ,    0,    0,    0,    0, 
WP, 01, 2001021700,   , BEST,   0,  96N, 1305E,  20,    0, TD,   0,    ,    0,    0,    0,    0, 
WP, 01, 2001021706,   , BEST,   0,  98N, 1293E,  20,    0, TD,   0,    ,    0,    0,    0,    0, 
WP, 01, 2001021712,   , BEST,   0, 100N, 1281E,  20,    0, TD,   0,    ,    0,    0,    0,    0, 
WP, 01, 2001021718,   , BEST,   0, 102N, 1270E,  20,    0, TD,   0,    ,    0,    0,    0,    0, 
WP, 01, 2001021800,   , BEST,   0, 105N, 1259E,  25,    0, TD,   0,    ,    0,    0,    0,    0, 
WP, 01, 2001021806,   , BEST,   0, 109N, 1248E,  25,    0, TD,   0,    ,    0,    0,    0,    0, 
WP, 01, 2001021812,   , BEST,   0, 112N, 1239E,  25,    0, TD,   0,    ,    0,    0,    0,    0, 
WP, 01, 2001021818,   , BEST,   0, 113N, 1233E,  25,    0, TD,   0,    ,    0,    0,    0,    0, 
WP, 01, 2001021900,   , BEST,   0, 114N, 1226E,  25,    0, TD,   0,    ,    0,    0,    0,    0, 
WP, 01, 2001021906,   , BEST,   0, 114N, 1220E,  25,    0, TD,   0,    ,    0,    0,    0,    0, 
WP, 01, 2001021912,   , BEST,   0, 114N, 1215E,  25,    0, TD,   0,    ,    0,    0,    0,    0, 
WP, 01, 2001021918,   , BEST,   0, 116N, 1210E,  25,    0, TD,   0,    ,    0,    0,    0,    0, 
WP, 01, 2001022000,   , BEST,   0, 118N, 1207E,  20,    0, TD,   0,    ,    0,    0,    0,    0, 
WP, 01, 2001022006,   , BEST,   0, 120N, 1205E,  20,    0, TD,   0,    ,    0,    0,    0,    0, 
WP, 01, 2001022012,   , BEST,   0, 122N, 1203E,  20,    0, TD,   0,    ,    0,    0,    0,    0, 
WP, 01, 2001022018,   , BEST,   0, 125N, 1201E,  25,    0, TD,   0,    ,    0,    0,    0,    0, 
WP, 01, 2001022100,   , BEST,   0, 129N, 1199E,  20, 1004, TD,   0,    ,    0,    0,    0,    0, 
WP, 01, 2001022106,   , BEST,   0, 134N, 1197E,  20, 1004, TD,   0,    ,    0,    0,    0,    0, 
WP, 01, 2001022112,   , BEST,   0, 139N, 1195E,  20,    0, TD,   0,    ,    0,    0,    0,    0, 
WP, 01, 2001022118,   , BEST,   0, 145N, 1193E,  20,    0, TD,   0,    ,    0,    0,    0,    0, 
WP, 01, 2001022200,   , BEST,   0, 151N, 1191E,  20, 1004, TD,   0,    ,    0,    0,    0,    0, 
