WP, 02, 2007051500,   , BEST,   0,  78N, 1467E,  15, 1006, DB,   0,    ,    0,    0,    0,    0, 1009,  150,  45,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 02, 2007051506,   , BEST,   0,  84N, 1459E,  15, 1006, DB,   0,    ,    0,    0,    0,    0, 1009,  150,  45,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 02, 2007051512,   , BEST,   0,  88N, 1450E,  20, 1004, DB,   0,    ,    0,    0,    0,    0, 1009,  150,  45,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 02, 2007051518,   , BEST,   0,  86N, 1443E,  20, 1004, DB,   0,    ,    0,    0,    0,    0, 1009,  200,  45,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 02, 2007051600,   , BEST,   0,  86N, 1439E,  20, 1004, DB,   0,    ,    0,    0,    0,    0, 1009,  220,  45,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 02, 2007051606,   , BEST,   0,  86N, 1437E,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1009,  220,  45,   0,   0,   W,   0,    ,   0,   0,     INVEST, S, 
WP, 02, 2007051612,   , BEST,   0,  83N, 1436E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1008,  230,  45,   0,   0,   W,   0,    ,   0,   0,     NONAME, S, 
WP, 02, 2007051618,   , BEST,   0,  85N, 1426E,  30, 1002, TD,   0,    ,    0,    0,    0,    0, 1009,  230,  40,   0,   0,   W,   0,    ,   0,   0,     NONAME, S, 
WP, 02, 2007051700,   , BEST,   0,  85N, 1410E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1009,  230,  40,   0,   0,   W,   0,    ,   0,   0,     NONAME, S, 
WP, 02, 2007051706,   , BEST,   0,  90N, 1394E,  35,  997, TS,   0,    ,    0,    0,    0,    0, 1010,  180,  40,   0,   0,   W,   0,    ,   0,   0,     NONAME, S, 
WP, 02, 2007051712,   , BEST,   0,  97N, 1378E,  45,  991, TS,  34, NEQ,   60,   40,   45,   60, 1010,  180,  25,   0,   0,   W,   0,    ,   0,   0,       YUTU, M, 
WP, 02, 2007051718,   , BEST,   0, 107N, 1369E,  45,  991, TS,  34, NEQ,   60,   45,   45,   55, 1009,  180,  25,   0,   0,   W,   0,    ,   0,   0,       YUTU, M, 
WP, 02, 2007051800,   , BEST,   0, 116N, 1360E,  55,  984, TS,  34, NEQ,   65,   50,   50,   60, 1009,  180,  20,   0,   0,   W,   0,    ,   0,   0,       YUTU, M, 
WP, 02, 2007051800,   , BEST,   0, 116N, 1360E,  55,  984, TS,  50, NEQ,   20,   20,   20,   20, 1009,  180,  20,   0,   0,   W,   0,    ,   0,   0,       YUTU, M, 
WP, 02, 2007051806,   , BEST,   0, 124N, 1347E,  60,  980, TS,  34, NEQ,   65,   55,   55,   60, 1009,  190,  20,   0,   0,   W,   0,    ,   0,   0,       YUTU, M, 
WP, 02, 2007051806,   , BEST,   0, 124N, 1347E,  60,  980, TS,  50, NEQ,   30,   25,   25,   25, 1009,  190,  20,   0,   0,   W,   0,    ,   0,   0,       YUTU, M, 
WP, 02, 2007051812,   , BEST,   0, 132N, 1337E,  65,  976, TY,  34, NEQ,   70,   60,   60,   65, 1009,  190,  20,   0,   0,   W,   0,    ,   0,   0,       YUTU, M, 
WP, 02, 2007051812,   , BEST,   0, 132N, 1337E,  65,  976, TY,  50, NEQ,   35,   30,   30,   30, 1009,  190,  20,   0,   0,   W,   0,    ,   0,   0,       YUTU, M, 
