WP, 03, 2003051700,   , BEST,   0,  73N, 1307E,  25, 1002, TD,   0,    ,    0,    0,    0,    0, 
WP, 03, 2003051706,   , BEST,   0,  75N, 1307E,  25, 1002, TD,   0,    ,    0,    0,    0,    0, 
WP, 03, 2003051712,   , BEST,   0,  77N, 1306E,  25, 1002, TD,   0,    ,    0,    0,    0,    0, 
WP, 03, 2003051718,   , BEST,   0,  78N, 1304E,  25, 1002, TD,   0,    ,    0,    0,    0,    0, 1004,  100,  40,   0,   0, 
WP, 03, 2003051800,   , BEST,   0,  78N, 1302E,  25, 1002, TD,   0,    ,    0,    0,    0,    0, 1004,  100,  40,   0,   0, 
WP, 03, 2003051806,   , BEST,   0,  79N, 1300E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1004,  110,  40,   0,   0, 
WP, 03, 2003051812,   , BEST,   0,  81N, 1300E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1004,  110,  40,   0,   0, 
WP, 03, 2003051818,   , BEST,   0,  86N, 1304E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1004,  110,  40,   0,   0, 
WP, 03, 2003051900,   , BEST,   0,  91N, 1309E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1004,  110,  40,   0,   0, 
WP, 03, 2003051906,   , BEST,   0,  96N, 1312E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1004,  110,  40,   0,   0, 
WP, 03, 2003051912,   , BEST,   0, 102N, 1313E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1004,  110,  40,   0,   0, 
WP, 03, 2003051918,   , BEST,   0, 108N, 1311E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1004,  110,  60,   0,   0, 
WP, 03, 2003052000,   , BEST,   0, 116N, 1310E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1004,  110,  60,   0,   0, 
WP, 03, 2003052006,   , BEST,   0, 126N, 1308E,  25, 1002, TD,   0,    ,    0,    0,    0,    0, 1006,  100,  40,   0,   0, 
WP, 03, 2003052012,   , BEST,   0, 135N, 1304E,  25, 1002, TD,   0,    ,    0,    0,    0,    0, 
