WP, 32, 2000110712,   , BEST,   0, 180N, 1255E,  20,    0, TD
WP, 32, 2000110718,   , BEST,   0, 187N, 1248E,  20,    0, TD
WP, 32, 2000110800,   , BEST,   0, 196N, 1243E,  25,    0, TD
WP, 32, 2000110806,   , BEST,   0, 207N, 1242E,  25,    0, TD
WP, 32, 2000110812,   , BEST,   0, 217N, 1242E,  25,    0, TD
WP, 32, 2000110818,   , BEST,   0, 228N, 1244E,  25,    0, TD
WP, 32, 2000110900,   , BEST,   0, 244N, 1252E,  30,    0, TD
WP, 32, 2000110906,   , BEST,   0, 257N, 1265E,  30,    0, TD
WP, 32, 2000110912,   , BEST,   0, 266N, 1278E,  30,    0, TD
WP, 32, 2000110918,   , BEST,   0, 272N, 1296E,  25,    0, TD
WP, 32, 2000111000,   , BEST,   0, 275N, 1315E,  25,    0, TD
WP, 32, 2000111006,   , BEST,   0, 278N, 1334E,  25,    0, TD
