WP, 14, 1999080700,   , BEST,   0, 251N, 1415E,  25,    0,   
WP, 14, 1999080706,   , BEST,   0, 253N, 1414E,  25,    0,   
WP, 14, 1999080712,   , BEST,   0, 255N, 1413E,  25,    0,   
WP, 14, 1999080718,   , BEST,   0, 256N, 1412E,  25,    0,   
WP, 14, 1999080800,   , BEST,   0, 258N, 1412E,  25,    0,   
WP, 14, 1999080806,   , BEST,   0, 260N, 1411E,  20,    0,   
WP, 14, 1999080812,   , BEST,   0, 265N, 1411E,  25,    0,   
WP, 14, 1999080818,   , BEST,   0, 272N, 1410E,  25,    0,   
WP, 14, 1999080900,   , BEST,   0, 290N, 1399E,  25,    0,   
WP, 14, 1999080906,   , BEST,   0, 302N, 1398E,  25,    0,   
WP, 14, 1999080912,   , BEST,   0, 315N, 1392E,  25,    0,   
WP, 14, 1999080918,   , BEST,   0, 322N, 1380E,  25,    0,   
WP, 14, 1999081000,   , BEST,   0, 329N, 1373E,  25,    0,   
WP, 14, 1999081006,   , BEST,   0, 337N, 1367E,  25,    0,   
WP, 14, 1999081012,   , BEST,   0, 344N, 1363E,  25,    0,   
WP, 14, 1999081018,   , BEST,   0, 350N, 1360E,  20,    0,   
WP, 14, 1999081100,   , BEST,   0, 358N, 1359E,  15,    0,   
WP, 14, 1999081106,   , BEST,   0, 363N, 1355E,  15,    0,   
