WP, 05, 1999042518,   , BEST,   0, 142N, 1140E,  15,    0,   
WP, 05, 1999042600,   , BEST,   0, 145N, 1140E,  15,    0,   
WP, 05, 1999042606,   , BEST,   0, 148N, 1139E,  15,    0,   
WP, 05, 1999042612,   , BEST,   0, 151N, 1137E,  20,    0,   
WP, 05, 1999042618,   , BEST,   0, 154N, 1134E,  20,    0,   
WP, 05, 1999042700,   , BEST,   0, 157N, 1129E,  25,    0,   
WP, 05, 1999042706,   , BEST,   0, 159N, 1125E,  25,    0,   
WP, 05, 1999042712,   , BEST,   0, 160N, 1119E,  25,    0,   
WP, 05, 1999042718,   , BEST,   0, 158N, 1113E,  25,    0,   
WP, 05, 1999042800,   , BEST,   0, 156N, 1109E,  30,    0,   
WP, 05, 1999042806,   , BEST,   0, 152N, 1109E,  35,    0,   
WP, 05, 1999042812,   , BEST,   0, 153N, 1112E,  35,    0,   
WP, 05, 1999042818,   , BEST,   0, 158N, 1119E,  35,    0,   
WP, 05, 1999042900,   , BEST,   0, 163N, 1127E,  35,    0,   
WP, 05, 1999042906,   , BEST,   0, 173N, 1133E,  45,    0,   
WP, 05, 1999042912,   , BEST,   0, 178N, 1138E,  55,    0,   
WP, 05, 1999042918,   , BEST,   0, 181N, 1142E,  65,    0,   
WP, 05, 1999043000,   , BEST,   0, 185N, 1146E,  80,    0,   
WP, 05, 1999043006,   , BEST,   0, 190N, 1149E, 100,    0,   
WP, 05, 1999043012,   , BEST,   0, 195N, 1152E, 105,    0,   
WP, 05, 1999043018,   , BEST,   0, 199N, 1155E, 110,    0,   
WP, 05, 1999050100,   , BEST,   0, 205N, 1156E,  90,    0,   
WP, 05, 1999050106,   , BEST,   0, 207N, 1155E,  85,    0,   
WP, 05, 1999050112,   , BEST,   0, 210N, 1154E,  70,    0,   
WP, 05, 1999050118,   , BEST,   0, 213N, 1152E,  65,    0,   
WP, 05, 1999050200,   , BEST,   0, 216N, 1148E,  50,    0,   
WP, 05, 1999050206,   , BEST,   0, 219N, 1147E,  50,    0,   
WP, 05, 1999050212,   , BEST,   0, 224N, 1147E,  30,    0,   
WP, 05, 1999050218,   , BEST,   0, 227N, 1147E,  20,    0,   
WP, 05, 1999050300,   , BEST,   0, 233N, 1146E,  15,    0,   
