WP, 27, 2003122300,   , BEST,   0, 111N, 1420E,  20, 1004, TD,   0,    ,    0,    0,    0,    0, 
WP, 27, 2003122306,   , BEST,   0, 116N, 1406E,  20, 1004, TD,   0,    ,    0,    0,    0,    0, 
WP, 27, 2003122312,   , BEST,   0, 121N, 1393E,  20, 1004, TD,   0,    ,    0,    0,    0,    0, 
WP, 27, 2003122318,   , BEST,   0, 126N, 1381E,  20, 1004, TD,   0,    ,    0,    0,    0,    0, 
WP, 27, 2003122400,   , BEST,   0, 131N, 1370E,  20, 1004, TD,   0,    ,    0,    0,    0,    0, 
WP, 27, 2003122406,   , BEST,   0, 133N, 1358E,  25, 1003, TD,   0,    ,    0,    0,    0,    0, 1008,  105,  50,   0,   0, 
WP, 27, 2003122412,   , BEST,   0, 135N, 1346E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 
WP, 27, 2003122418,   , BEST,   0, 137N, 1334E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1008,  105,  50,   0,   0, 
WP, 27, 2003122500,   , BEST,   0, 137N, 1322E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1008,  105,  50,   0,   0, 
WP, 27, 2003122506,   , BEST,   0, 137N, 1310E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1008,  105,  50,   0,   0, 
WP, 27, 2003122512,   , BEST,   0, 138N, 1300E,  35,  997, TS,   0,    ,    0,    0,    0,    0, 1007,  105,  45,   0,   0, 
WP, 27, 2003122518,   , BEST,   0, 138N, 1293E,  35,  997, TS,   0,    ,    0,    0,    0,    0, 1007,  105,  45,   0,   0, 
WP, 27, 2003122600,   , BEST,   0, 137N, 1286E,  35,  997, TS,   0,    ,    0,    0,    0,    0, 1007,  105,  45,   0,   0, 
WP, 27, 2003122606,   , BEST,   0, 134N, 1280E,  35,  997, TS,   0,    ,    0,    0,    0,    0, 1007,  105,  45,   0,   0, 
WP, 27, 2003122612,   , BEST,   0, 130N, 1274E,  35,  997, TS,   0,    ,    0,    0,    0,    0, 1008,  105,  50,   0,   0, 
WP, 27, 2003122618,   , BEST,   0, 123N, 1271E,  35,  997, TS,   0,    ,    0,    0,    0,    0, 1008,  110,  80,   0,   0, 
WP, 27, 2003122700,   , BEST,   0, 115N, 1269E,  35,  997, TS,   0,    ,    0,    0,    0,    0, 1008,  110,  80,   0,   0, 
WP, 27, 2003122706,   , BEST,   0, 106N, 1268E,  35,  997, TS,   0,    ,    0,    0,    0,    0, 1008,  120,  60,   0,   0, 
WP, 27, 2003122712,   , BEST,   0,  98N, 1264E,  30, 1000, TD,   0,    ,    0,    0,    0,    0, 1008,  120,  60,   0,   0, 
WP, 27, 2003122718,   , BEST,   0,  94N, 1255E,  25, 1002, TD,   0,    ,    0,    0,    0,    0, 1008,  120,  60,   0,   0, 
