WP, 30, 2000102506,   , BEST,   0,  86N, 1372E,  20,    0, TD
WP, 30, 2000102512,   , BEST,   0,  90N, 1360E,  30,    0, TD
WP, 30, 2000102518,   , BEST,   0,  94N, 1346E,  30,    0, TD
WP, 30, 2000102600,   , BEST,   0,  98N, 1329E,  30,    0, TD
WP, 30, 2000102606,   , BEST,   0, 102N, 1313E,  35,    0, TS
WP, 30, 2000102612,   , BEST,   0, 106N, 1302E,  45,    0, TS
WP, 30, 2000102618,   , BEST,   0, 112N, 1291E,  55,    0, TS
WP, 30, 2000102700,   , BEST,   0, 119N, 1281E,  65,    0, TY
WP, 30, 2000102706,   , BEST,   0, 124N, 1263E,  65,    0, TY
WP, 30, 2000102712,   , BEST,   0, 132N, 1249E,  70,    0, TY
WP, 30, 2000102718,   , BEST,   0, 137N, 1236E,  75,    0, TY
WP, 30, 2000102800,   , BEST,   0, 139N, 1225E,  65,    0, TY
WP, 30, 2000102806,   , BEST,   0, 142N, 1215E,  65,    0, TY
WP, 30, 2000102812,   , BEST,   0, 146N, 1206E,  65,    0, TY
WP, 30, 2000102818,   , BEST,   0, 152N, 1199E,  55,    0, TS
WP, 30, 2000102900,   , BEST,   0, 158N, 1190E,  55,    0, TS
WP, 30, 2000102906,   , BEST,   0, 158N, 1184E,  55,    0, TS
WP, 30, 2000102912,   , BEST,   0, 160N, 1181E,  55,    0, TS
WP, 30, 2000102918,   , BEST,   0, 162N, 1181E,  65,    0, TY
WP, 30, 2000103000,   , BEST,   0, 164N, 1183E,  90,    0, TY
WP, 30, 2000103006,   , BEST,   0, 168N, 1187E,  90,    0, TY
WP, 30, 2000103012,   , BEST,   0, 173N, 1192E,  90,    0, TY
WP, 30, 2000103018,   , BEST,   0, 180N, 1195E,  90,    0, TY
WP, 30, 2000103100,   , BEST,   0, 186N, 1197E,  90,    0, TY
WP, 30, 2000103106,   , BEST,   0, 196N, 1201E,  90,    0, TY
WP, 30, 2000103112,   , BEST,   0, 209N, 1206E,  90,    0, TY
WP, 30, 2000103118,   , BEST,   0, 226N, 1213E,  85,    0, TY
WP, 30, 2000110100,   , BEST,   0, 243N, 1221E,  80,    0, TY
WP, 30, 2000110106,   , BEST,   0, 262N, 1231E,  65,    0, TY
WP, 30, 2000110112,   , BEST,   0, 288N, 1256E,  50,    0, TS
WP, 30, 2000110118,   , BEST,   0, 319N, 1294E,  45,    0, TS
