WP, 08, 1977073106,   , BEST,   0, 235N, 1409E,  30,    0, TD,   0,    ,    0,    0,    0,    0, 
WP, 08, 1977073112,   , BEST,   0, 240N, 1409E,  30,    0, TD,   0,    ,    0,    0,    0,    0, 
WP, 08, 1977073118,   , BEST,   0, 245N, 1407E,  35,    0, TS,   0,    ,    0,    0,    0,    0, 
WP, 08, 1977080100,   , BEST,   0, 251N, 1406E,  40,    0, TS,   0,    ,    0,    0,    0,    0, 
WP, 08, 1977080106,   , BEST,   0, 258N, 1406E,  45,    0, TS,   0,    ,    0,    0,    0,    0, 
WP, 08, 1977080112,   , BEST,   0, 265N, 1407E,  45,    0, TS,   0,    ,    0,    0,    0,    0, 
WP, 08, 1977080118,   , BEST,   0, 271N, 1405E,  45,    0, TS,   0,    ,    0,    0,    0,    0, 
WP, 08, 1977080200,   , BEST,   0, 277N, 1404E,  40,    0, TS,   0,    ,    0,    0,    0,    0, 
WP, 08, 1977080206,   , BEST,   0, 281N, 1414E,  35,    0, TS,   0,    ,    0,    0,    0,    0, 
WP, 08, 1977080212,   , BEST,   0, 284N, 1426E,  30,    0, TD,   0,    ,    0,    0,    0,    0, 
WP, 08, 1977080218,   , BEST,   0, 292N, 1430E,  35,    0, TS,   0,    ,    0,    0,    0,    0, 
WP, 08, 1977080300,   , BEST,   0, 300N, 1435E,  45,    0, TS,   0,    ,    0,    0,    0,    0, 
WP, 08, 1977080306,   , BEST,   0, 303N, 1443E,  45,    0, TS,   0,    ,    0,    0,    0,    0, 
WP, 08, 1977080312,   , BEST,   0, 305N, 1450E,  40,    0, TS,   0,    ,    0,    0,    0,    0, 
WP, 08, 1977080318,   , BEST,   0, 308N, 1457E,  35,    0, TS,   0,    ,    0,    0,    0,    0, 
WP, 08, 1977080400,   , BEST,   0, 312N, 1463E,  30,    0, TD,   0,    ,    0,    0,    0,    0, 
WP, 08, 1977080406,   , BEST,   0, 315N, 1468E,  30,    0, TD,   0,    ,    0,    0,    0,    0, 
