WP, 09, 1999072318,   , BEST,   0, 183N, 1235E,  20,    0,   
WP, 09, 1999072400,   , BEST,   0, 187N, 1241E,  20,    0,   
WP, 09, 1999072406,   , BEST,   0, 194N, 1248E,  20,    0,   
WP, 09, 1999072412,   , BEST,   0, 204N, 1252E,  20,    0,   
WP, 09, 1999072418,   , BEST,   0, 213N, 1261E,  20,    0,   
WP, 09, 1999072500,   , BEST,   0, 222N, 1270E,  20,    0,   
WP, 09, 1999072506,   , BEST,   0, 233N, 1278E,  25,    0,   
WP, 09, 1999072512,   , BEST,   0, 241N, 1286E,  30,    0,   
WP, 09, 1999072518,   , BEST,   0, 262N, 1282E,  30,    0,   
WP, 09, 1999072600,   , BEST,   0, 275N, 1288E,  35,    0,   
WP, 09, 1999072606,   , BEST,   0, 289N, 1288E,  40,    0,   
WP, 09, 1999072612,   , BEST,   0, 304N, 1284E,  40,    0,   
WP, 09, 1999072618,   , BEST,   0, 320N, 1279E,  40,    0,   
WP, 09, 1999072700,   , BEST,   0, 337N, 1273E,  35,    0,   
WP, 09, 1999072706,   , BEST,   0, 347N, 1269E,  30,    0,   
WP, 09, 1999072712,   , BEST,   0, 358N, 1265E,  25,    0,   
WP, 09, 1999072718,   , BEST,   0, 365N, 1262E,  25,    0,   
WP, 09, 1999072800,   , BEST,   0, 371N, 1264E,  20,    0,   
WP, 09, 1999072806,   , BEST,   0, 373N, 1268E,  15,    0,   
WP, 09, 1999072812,   , BEST,   0, 375N, 1279E,  15,    0,   
