WP, 08, 1999071912,   , BEST,   0, 246N, 1340E,  20,    0,   
WP, 08, 1999071918,   , BEST,   0, 254N, 1340E,  20,    0,   
WP, 08, 1999072000,   , BEST,   0, 261N, 1337E,  20,    0,   
WP, 08, 1999072006,   , BEST,   0, 270N, 1332E,  20,    0,   
WP, 08, 1999072012,   , BEST,   0, 277N, 1324E,  20,    0,   
WP, 08, 1999072018,   , BEST,   0, 283N, 1315E,  20,    0,   
WP, 08, 1999072100,   , BEST,   0, 288N, 1305E,  20,    0,   
WP, 08, 1999072106,   , BEST,   0, 293N, 1294E,  25,    0,   
WP, 08, 1999072112,   , BEST,   0, 299N, 1285E,  25,    0,   
WP, 08, 1999072118,   , BEST,   0, 307N, 1277E,  30,    0,   
WP, 08, 1999072200,   , BEST,   0, 324N, 1275E,  30,    0,   
WP, 08, 1999072206,   , BEST,   0, 337N, 1268E,  30,    0,   
WP, 08, 1999072212,   , BEST,   0, 350N, 1269E,  20,    0,   
WP, 08, 1999072218,   , BEST,   0, 368N, 1291E,  20,    0,   
WP, 08, 1999072300,   , BEST,   0, 384N, 1323E,  30,    0,   
WP, 08, 1999072306,   , BEST,   0, 401N, 1346E,  30,    0,   
WP, 08, 1999072312,   , BEST,   0, 427N, 1374E,  30,    0,   
WP, 08, 1999072318,   , BEST,   0, 444N, 1392E,  30,    0,   
